CityCode,City,TenureCode,Tenure,CompositionCode,Composition,Observation
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,368
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,6712
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,187
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,3731
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,7839
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,1699
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,3385
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,1383
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,165
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,1179
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,976
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,356
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,1340
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1604
E09000011,Greenwich,2,Rented: Social rented,-8,Does not apply,0
E09000011,Greenwich,2,Rented: Social rented,1,One-person household: Aged 66 years and over,4237
E09000011,Greenwich,2,Rented: Social rented,2,One-person household: Other,8471
E09000011,Greenwich,2,Rented: Social rented,3,Single family household: All aged 66 years and over,851
E09000011,Greenwich,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,1277
E09000011,Greenwich,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,3306
E09000011,Greenwich,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,1283
E09000011,Greenwich,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,768
E09000011,Greenwich,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,1510
E09000011,Greenwich,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,345
E09000011,Greenwich,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,6925
E09000011,Greenwich,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,3352
E09000011,Greenwich,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,402
E09000011,Greenwich,2,Rented: Social rented,13,Other household types: With dependent children,1629
E09000011,Greenwich,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",974
E09000011,Greenwich,3,Private rented or lives rent free,-8,Does not apply,0
E09000011,Greenwich,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,517
E09000011,Greenwich,3,Private rented or lives rent free,2,One-person household: Other,6639
E09000011,Greenwich,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,162
E09000011,Greenwich,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,2450
E09000011,Greenwich,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,3945
E09000011,Greenwich,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,471
E09000011,Greenwich,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,3745
E09000011,Greenwich,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,1331
E09000011,Greenwich,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,68
E09000011,Greenwich,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,2568
E09000011,Greenwich,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,709
E09000011,Greenwich,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,814
E09000011,Greenwich,3,Private rented or lives rent free,13,Other household types: With dependent children,1938
E09000011,Greenwich,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3970
E09000012,Hackney,-8,Does not apply,-8,Does not apply,0
E09000012,Hackney,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000012,Hackney,-8,Does not apply,2,One-person household: Other,0
E09000012,Hackney,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000012,Hackney,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000012,Hackney,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000012,Hackney,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000012,Hackney,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000012,Hackney,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000012,Hackney,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000012,Hackney,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000012,Hackney,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000012,Hackney,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000012,Hackney,-8,Does not apply,13,Other household types: With dependent children,0
E09000012,Hackney,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000012,Hackney,0,Owned: Owns outright,-8,Does not apply,0
E09000012,Hackney,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,1677
E09000012,Hackney,0,Owned: Owns outright,2,One-person household: Other,2242
E09000012,Hackney,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,841
E09000012,Hackney,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,872
E09000012,Hackney,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,870
E09000012,Hackney,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,585
E09000012,Hackney,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,656
E09000012,Hackney,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,230
